Block_ID,X,Y,Z,Rock_Type,Ore_Grade (%),Tonnage,Ore_Value (¥/tonne),Mining_Cost (¥),Processing_Cost (¥),Waste_Flag,Profit (¥),Target
B57010,210,288,69,Magnetite,64.22,2675,283.19,45,20,0,583658.25,1
B57011,316,95,31,Magnetite,60.32,2993,319.64,62,20,0,711256.5199999999,1
B57012,496,301,84,Magnetite,56.34,1442,270.08,38,28,0,294283.36,1
B57013,396,225,64,Waste,0.0,1928,0.0,48,34,1,-158096.0,0
B57014,124,499,76,Magnetite,60.89,2210,308.48,48,38,0,491680.80000000005,1
B57015,79,117,93,Waste,0.0,2551,0.0,36,34,1,-178570.0,0
B57016,183,198,67,Magnetite,56.03,1795,265.04,42,22,0,360866.80000000005,1
B57017,14,140,5,Hematite,64.72,1838,259.76,35,36,0,346940.88,1
B57018,10,180,51,Magnetite,60.13,1355,306.4,45,25,0,320321.99999999994,1
B57019,395,166,95,Hematite,50.32,1231,251.85,61,28,0,200468.35,1
B57020,341,433,81,Waste,0.0,1433,0.0,60,38,1,-140434.0,0
B57021,88,453,23,Hematite,60.17,1689,322.38,60,32,0,389111.82,1
B57022,2,114,33,Waste,0.0,2321,0.0,53,29,1,-190322.0,0
B57023,23,315,39,Magnetite,55.55,1928,261.99,50,37,0,337380.72000000003,1
B57024,88,392,72,Magnetite,50.13,2053,302.46,38,38,0,464922.37999999995,1
B57025,8,105,99,Magnetite,54.23,2823,262.98,49,35,0,505260.54000000004,1
B57026,475,377,46,Hematite,58.37,2802,333.24,31,38,0,740400.48,1
B57027,45,3,36,Magnetite,56.41,2876,330.73,64,37,0,660703.4800000001,1
B57028,93,244,44,Hematite,59.08,2289,250.77,63,29,0,363424.53,1
B57029,70,477,68,Magnetite,54.97,2625,309.05,66,27,0,567131.25,1
B57030,187,347,83,Magnetite,63.95,1703,286.66,34,22,0,392813.98000000004,1
B57031,138,276,30,Waste,0.0,2695,0.0,51,36,1,-234465.0,0
B57032,9,139,92,Magnetite,54.35,1428,273.18,67,38,0,240161.04,1
B57033,2,76,98,Magnetite,55.03,2885,319.13,49,25,0,707200.0499999999,1
B57034,18,381,74,Hematite,50.12,2437,312.56,69,36,0,505823.72000000003,1
B57035,129,49,57,Waste,0.0,2958,0.0,54,30,1,-248472.0,0
B57036,400,140,94,Waste,0.0,2567,0.0,39,36,1,-192525.0,0
B57037,220,179,99,Magnetite,63.6,2648,322.53,52,28,0,642219.44,1
B57038,129,474,0,Hematite,57.28,2342,348.49,43,21,0,666275.5800000001,1
B57039,436,347,51,Hematite,56.77,1177,311.46,30,35,0,290083.42,1
B57040,399,465,46,Hematite,63.82,2016,296.43,52,39,0,414146.88,1
B57041,112,484,60,Hematite,55.88,1873,323.49,54,34,0,441072.77,1
B57042,137,207,81,Magnetite,63.45,2108,342.21,45,39,0,544306.6799999999,1
B57043,451,116,65,Magnetite,50.46,2938,325.75,68,30,0,669129.5,1
B57044,42,148,0,Magnetite,50.83,2610,345.39,69,28,0,648297.8999999999,1
B57045,217,182,24,Hematite,56.48,1616,328.47,55,26,0,399911.52,1
B57046,57,9,58,Waste,0.0,1472,0.0,63,28,1,-133952.0,0
B57047,112,461,2,Waste,0.0,2066,0.0,53,36,1,-183874.0,0
B57048,187,118,87,Magnetite,57.75,1392,262.48,54,23,0,258188.16000000003,1
B57049,121,91,57,Magnetite,61.61,1275,315.92,41,20,0,325023.0,1
B57050,407,156,82,Magnetite,50.99,1345,265.45,65,20,0,242705.24999999997,1
B57051,459,110,43,Hematite,63.04,1351,256.35,39,36,0,245003.85000000003,1
B57052,84,394,74,Magnetite,52.89,2413,276.85,61,32,0,443630.05000000005,1
B57053,105,29,83,Hematite,56.86,1402,347.57,68,35,0,342887.14,1
B57054,399,167,32,Magnetite,59.17,1679,259.06,33,29,0,330863.74,1
B57055,355,474,73,Hematite,58.6,2636,296.05,69,24,0,535239.8,1
B57056,98,176,72,Waste,0.0,1652,0.0,36,32,1,-112336.0,0
B57057,8,130,83,Magnetite,52.35,2442,291.19,56,28,0,505957.98,1
B57058,5,0,24,Hematite,55.92,2254,315.79,67,33,0,486390.66000000003,1
B57059,107,287,4,Waste,0.0,2350,0.0,59,24,1,-195050.0,0
B57060,448,294,49,Magnetite,53.0,1324,306.68,68,20,0,289532.32,1
B57061,461,84,85,Waste,0.0,1478,0.0,38,27,1,-96070.0,0
B57062,151,129,10,Magnetite,54.92,1297,291.74,41,28,0,288893.78,1
B57063,393,201,56,Waste,0.0,2217,0.0,31,29,1,-133020.0,0
B57064,337,158,88,Magnetite,55.12,1626,275.15,36,29,0,341703.89999999997,1
B57065,236,145,47,Hematite,53.08,2026,270.17,49,26,0,395414.42000000004,1
B57066,456,134,1,Hematite,52.52,2384,297.55,65,24,0,497183.2,1
B57067,26,260,82,Magnetite,59.38,2140,269.76,45,21,0,436046.39999999997,1
B57068,118,412,20,Hematite,62.95,2568,329.43,67,38,0,576336.24,1
B57069,210,451,8,Magnetite,62.17,1159,267.7,35,27,0,238406.3,1
B57070,99,45,28,Hematite,55.86,2687,259.99,46,30,0,494381.13,1
B57071,2,183,24,Waste,0.0,2206,0.0,37,25,1,-136772.0,0
B57072,293,2,43,Magnetite,62.47,1068,276.73,39,27,0,225059.64,1
B57073,456,140,39,Magnetite,58.63,2899,307.4,67,39,0,583858.6,1
B57074,329,66,98,Magnetite,61.66,2083,288.0,45,24,0,456177.0,1
B57075,328,71,71,Waste,0.0,1255,0.0,40,20,1,-75300.0,0
B57076,16,177,87,Hematite,63.41,1873,314.04,57,28,0,428991.92000000004,1
B57077,105,114,56,Waste,0.0,2712,0.0,54,34,1,-238656.0,0
B57078,229,387,94,Hematite,55.0,1067,289.13,54,27,0,222074.71,1
B57079,303,425,73,Waste,0.0,1442,0.0,42,25,1,-96614.0,0
B57080,176,98,61,Waste,0.0,1896,0.0,69,31,1,-189600.0,0
B57081,426,75,26,Hematite,50.81,1538,320.0,58,31,0,355278.0,1
B57082,83,279,18,Waste,0.0,2737,0.0,30,36,1,-180642.0,0
B57083,262,357,65,Magnetite,54.38,2441,327.74,47,25,0,624261.34,1
B57084,195,274,57,Hematite,54.78,2365,271.9,58,28,0,439653.49999999994,1
B57085,248,246,44,Magnetite,51.98,1109,344.0,48,34,0,290558.0,1
B57086,381,99,30,Hematite,62.44,1470,321.3,65,33,0,328251.0,1
B57087,457,482,14,Magnetite,57.5,1471,328.03,46,37,0,360439.12999999995,1
B57088,148,81,62,Waste,0.0,1866,0.0,32,33,1,-121290.0,0
B57089,205,295,89,Hematite,50.9,2091,338.4,65,20,0,529859.3999999999,1
B57090,408,247,47,Waste,0.0,1462,0.0,52,37,1,-130118.0,0
B57091,80,126,73,Magnetite,62.77,1089,341.17,57,36,0,270257.13,1
B57092,188,255,35,Hematite,62.81,2636,303.86,58,38,0,547918.9600000001,1
B57093,411,289,26,Magnetite,55.08,1219,319.5,41,36,0,295607.5,1
B57094,205,216,10,Waste,0.0,1998,0.0,54,35,1,-177822.0,0
B57095,307,123,10,Magnetite,50.52,2379,266.18,44,31,0,454817.22000000003,1
B57096,268,6,12,Magnetite,53.35,2509,336.87,63,37,0,594306.83,1
B57097,289,74,47,Hematite,56.67,1256,268.89,35,26,0,261109.84,1
B57098,382,37,8,Magnetite,54.76,1372,256.69,37,38,0,249278.68,1
B57099,360,402,79,Magnetite,63.94,2325,281.73,62,27,0,448097.25000000006,1
B57100,450,226,48,Waste,0.0,2509,0.0,66,21,1,-218283.0,0
B57101,387,300,16,Magnetite,56.25,2467,271.13,36,27,0,513456.70999999996,1
B57102,299,147,36,Hematite,53.22,2007,288.13,41,24,0,447821.91,1
B57103,381,474,64,Magnetite,59.3,1915,304.81,55,30,0,420936.15,1
B57104,254,222,1,Hematite,53.45,2062,252.54,45,26,0,374335.48,1
B57105,398,216,18,Hematite,55.03,1494,302.07,57,34,0,315338.58,1
B57106,467,375,29,Hematite,55.61,1153,349.69,54,26,0,310952.57,1
B57107,7,129,71,Magnetite,60.97,2141,260.94,64,32,0,353136.54,1
B57108,113,476,3,Hematite,60.7,1747,298.53,34,36,0,399241.91,1
B57109,4,36,16,Waste,0.0,2327,0.0,54,34,1,-204776.0,0
B57110,449,30,7,Magnetite,53.73,2170,285.37,37,39,0,454332.9,1
B57111,475,238,16,Waste,0.0,1268,0.0,55,34,1,-112852.0,0
B57112,341,41,17,Magnetite,63.28,1052,286.89,35,36,0,227116.28,1
B57113,72,261,31,Hematite,53.6,2580,278.9,39,29,0,544121.9999999999,1
B57114,347,109,13,Magnetite,61.79,2996,337.75,69,28,0,721287.0,1
B57115,120,468,87,Magnetite,59.18,1553,319.88,54,23,0,377192.64,1
B57116,301,480,89,Hematite,61.11,1720,346.33,55,22,0,463247.6,1
B57117,448,136,65,Magnetite,58.39,1776,334.24,60,28,0,437322.24,1
B57118,371,201,61,Magnetite,61.03,2789,325.03,49,26,0,697333.6699999999,1
B57119,483,85,39,Hematite,61.94,2353,331.31,39,26,0,626627.43,1
B57120,368,478,42,Waste,0.0,1827,0.0,33,36,1,-126063.0,0
B57121,233,180,61,Waste,0.0,2490,0.0,55,22,1,-191730.0,0
B57122,65,394,3,Hematite,55.59,2129,291.47,69,28,0,414026.63000000006,1
B57123,229,373,57,Magnetite,62.01,1183,329.83,62,29,0,282535.88999999996,1
B57124,409,82,88,Hematite,60.76,1043,304.39,65,20,0,228823.77,1
B57125,30,360,98,Hematite,62.33,1235,297.26,59,26,0,262141.09999999998,1
B57126,306,459,90,Waste,0.0,2927,0.0,58,23,1,-237087.0,0
B57127,296,499,71,Hematite,52.71,2655,259.01,66,20,0,459341.55,1
B57128,50,229,25,Hematite,53.35,1830,299.12,69,21,0,382689.60000000003,1
B57129,146,271,38,Magnetite,64.99,1312,306.98,33,31,0,318789.76,1
B57130,94,12,23,Hematite,64.02,2685,290.98,47,39,0,550371.3,1
B57131,328,421,24,Hematite,64.09,2341,254.83,38,22,0,456097.03,1
B57132,386,396,19,Magnetite,60.86,2025,348.89,36,34,0,564752.25,1
B57133,37,398,41,Magnetite,54.96,2912,319.22,35,33,0,731552.6400000001,1
B57134,197,17,68,Hematite,60.09,1073,305.43,45,25,0,252616.39,1
B57135,240,399,5,Waste,0.0,1784,0.0,53,20,1,-130232.0,0
B57136,172,168,98,Hematite,51.06,1662,318.33,65,27,0,376160.45999999996,1
B57137,492,49,92,Waste,0.0,1690,0.0,32,24,1,-94640.0,0
B57138,255,105,42,Waste,0.0,2790,0.0,46,26,1,-200880.0,0
B57139,454,107,81,Hematite,63.33,2115,253.52,35,35,0,388144.80000000005,1
B57140,40,196,26,Magnetite,58.14,1690,287.13,67,20,0,338219.7,1
B57141,408,218,48,Magnetite,55.02,1896,316.94,45,24,0,470094.24,1
B57142,472,127,53,Magnetite,52.72,1990,296.53,53,24,0,436864.69999999995,1
B57143,433,193,44,Hematite,58.8,2898,346.21,65,31,0,725108.58,1
B57144,128,40,45,Hematite,59.64,1842,343.0,50,36,0,473394.0,1
B57145,53,369,73,Magnetite,54.41,1935,293.6,31,39,0,432666.00000000006,1
B57146,85,119,48,Hematite,56.58,1991,296.97,63,35,0,396149.2700000001,1
B57147,211,26,42,Waste,0.0,2897,0.0,52,36,1,-254936.0,0
B57148,268,186,16,Waste,0.0,2460,0.0,69,38,1,-263220.0,0
B57149,295,320,63,Magnetite,52.63,1639,278.28,69,25,0,302034.92,1
B57150,20,382,33,Magnetite,62.87,2363,320.06,65,35,0,520001.78,1
B57151,214,141,2,Hematite,50.69,1882,334.35,38,27,0,506916.70000000007,1
B57152,424,418,81,Waste,0.0,2006,0.0,55,30,1,-170510.0,0
B57153,188,278,79,Hematite,56.36,2478,287.93,49,24,0,532596.54,1
B57154,160,490,65,Magnetite,50.8,2998,302.84,69,25,0,626102.32,1
B57155,200,21,48,Magnetite,53.88,1650,275.44,62,26,0,309276.0,1
B57156,28,26,35,Hematite,54.14,2410,256.26,53,30,0,417556.6,1
B57157,380,433,84,Waste,0.0,1340,0.0,48,34,1,-109880.0,0
B57158,243,24,30,Magnetite,60.57,1524,293.05,39,25,0,349072.2,1
B57159,182,353,16,Magnetite,58.4,2481,346.33,43,29,0,680612.73,1
B57160,31,181,49,Magnetite,54.23,1868,322.77,50,29,0,455362.36,1
B57161,266,176,82,Magnetite,60.28,1070,250.7,53,23,0,186929.0,1
B57162,435,346,80,Waste,0.0,2405,0.0,40,34,1,-177970.0,0
B57163,35,482,31,Hematite,58.01,1724,263.7,53,20,0,328766.8,1
B57164,92,340,73,Hematite,61.31,1822,348.88,64,27,0,469857.36,1
B57165,367,102,66,Magnetite,59.77,1543,261.05,56,23,0,280903.15,1
B57166,158,386,37,Waste,0.0,2230,0.0,60,34,1,-209620.0,0
B57167,397,152,81,Hematite,53.71,1055,265.68,37,27,0,212772.4,1
B57168,446,494,91,Hematite,54.08,1245,296.77,61,31,0,254938.64999999997,1
B57169,179,323,70,Waste,0.0,2791,0.0,62,33,1,-265145.0,0
B57170,437,312,47,Hematite,59.01,1610,343.71,53,32,0,416523.1,1
B57171,372,270,69,Hematite,60.35,2600,280.34,48,30,0,526083.9999999999,1
B57172,305,194,53,Magnetite,61.85,1175,299.77,53,35,0,248829.74999999997,1
B57173,472,138,44,Hematite,61.55,1480,293.62,34,27,0,344277.60000000003,1
B57174,378,91,9,Magnetite,50.18,1886,263.29,60,39,0,309850.94000000006,1
B57175,437,2,1,Hematite,62.62,2008,311.71,41,38,0,467281.67999999993,1
B57176,217,124,83,Magnetite,54.29,1292,315.65,69,27,0,283787.8,1
B57177,469,499,98,Magnetite,59.86,2747,302.68,54,25,0,614448.96,1
B57178,328,17,18,Magnetite,62.64,2162,284.38,34,32,0,472137.56,1
B57179,352,365,58,Magnetite,51.99,1695,318.89,40,26,0,428648.55,1
B57180,342,180,74,Magnetite,50.71,2987,257.04,39,21,0,588558.4800000001,1
B57181,226,264,99,Magnetite,62.51,2889,342.24,36,38,0,774945.36,1
B57182,211,126,69,Magnetite,58.78,2304,326.13,48,36,0,557867.52,1
B57183,352,334,22,Magnetite,56.55,2781,340.68,51,37,0,702703.0800000001,1
B57184,162,103,74,Hematite,53.54,2077,278.25,57,38,0,380610.25,1
B57185,365,327,98,Magnetite,54.07,2180,296.15,47,33,0,471206.99999999994,1
B57186,157,423,92,Magnetite,61.66,1299,284.06,67,20,0,255980.94,1
B57187,109,439,56,Waste,0.0,1980,0.0,40,27,1,-132660.0,0
B57188,54,269,28,Hematite,63.41,1207,335.14,30,28,0,334507.98,1
B57189,349,357,15,Waste,0.0,2151,0.0,35,20,1,-118305.0,0
B57190,213,188,96,Magnetite,52.65,2834,250.15,63,26,0,456699.10000000003,1
B57191,364,268,16,Magnetite,58.52,1588,287.16,51,31,0,325794.08,1
B57192,384,486,34,Waste,0.0,1664,0.0,61,25,1,-143104.0,0
B57193,14,250,48,Hematite,56.18,1729,282.34,54,31,0,341200.8599999999,1
B57194,152,430,36,Waste,0.0,1501,0.0,50,37,1,-130587.0,0
B57195,19,329,18,Hematite,51.55,1495,325.76,48,33,0,365916.2,1
B57196,454,107,83,Hematite,59.48,1955,335.21,34,28,0,534125.5499999999,1
B57197,399,221,68,Magnetite,55.92,1616,260.34,48,23,0,305973.43999999994,1
B57198,51,388,2,Waste,0.0,1178,0.0,37,23,1,-70680.0,0
B57199,342,341,70,Hematite,63.24,1960,348.31,43,22,0,555287.6,1
B57200,468,354,50,Hematite,63.75,1472,260.78,66,20,0,257276.15999999997,1
B57201,320,260,24,Hematite,53.89,1164,300.57,41,27,0,270711.48,1
B57202,366,249,93,Hematite,59.61,2440,294.57,48,37,0,511350.8,1
B57203,83,395,50,Magnetite,51.29,2546,255.2,31,38,0,474065.19999999995,1
B57204,366,418,42,Hematite,58.4,2794,276.49,67,26,0,512671.06,1
B57205,466,84,79,Waste,0.0,2138,0.0,53,31,1,-179592.0,0
B57206,325,409,8,Hematite,56.13,1998,310.33,57,31,0,444215.33999999997,1
B57207,485,384,84,Magnetite,53.53,2473,348.96,37,27,0,704706.08,1
B57208,223,240,51,Waste,0.0,2243,0.0,49,38,1,-195141.0,0
B57209,128,137,43,Magnetite,53.58,1750,298.63,65,39,0,340602.5,1
B57210,349,254,11,Hematite,53.03,2653,323.86,38,30,0,678796.5800000001,1
B57211,381,421,13,Hematite,64.99,2629,299.33,39,37,0,587134.57,1
B57212,15,151,38,Hematite,55.97,2628,273.93,61,25,0,493880.04000000004,1
B57213,410,115,1,Waste,0.0,2978,0.0,55,21,1,-226328.0,0
B57214,273,222,61,Waste,0.0,1046,0.0,52,26,1,-81588.0,0
B57215,76,236,52,Waste,0.0,1752,0.0,33,36,1,-120888.0,0
B57216,299,46,27,Hematite,53.07,1318,266.91,68,31,0,221305.38000000003,1
B57217,305,342,50,Waste,0.0,2583,0.0,67,24,1,-235053.0,0
B57218,91,340,23,Magnetite,52.46,2480,309.4,46,23,0,596192.0,1
B57219,457,257,50,Magnetite,52.6,1988,330.56,64,33,0,464317.28,1
B57220,269,372,82,Waste,0.0,2916,0.0,48,39,1,-253692.0,0
B57221,51,94,13,Waste,0.0,1211,0.0,50,32,1,-99302.0,0
B57222,348,379,18,Magnetite,51.17,2538,311.65,37,36,0,605693.7,1
B57223,120,129,37,Waste,0.0,2425,0.0,36,21,1,-138225.0,0
B57224,458,157,22,Waste,0.0,2780,0.0,53,29,1,-227960.0,0
B57225,49,152,45,Hematite,61.18,1452,286.98,67,26,0,281658.96,1
B57226,378,368,15,Hematite,51.24,2944,305.2,52,26,0,668876.7999999999,1
B57227,474,82,70,Magnetite,57.24,1567,279.66,52,32,0,306599.22000000003,1
B57228,491,189,16,Magnetite,52.23,1284,347.91,51,28,0,345280.44000000006,1
B57229,272,253,29,Waste,0.0,1251,0.0,33,32,1,-81315.0,0
B57230,379,256,7,Magnetite,55.18,1045,291.13,40,29,0,232125.85,1
B57231,119,356,37,Hematite,61.03,2679,301.41,42,30,0,614589.39,1
B57232,386,475,59,Magnetite,52.16,2588,311.02,43,21,0,639287.76,1
B57233,445,190,10,Waste,0.0,2246,0.0,35,24,1,-132514.0,0
B57234,94,467,52,Hematite,56.16,1167,344.0,58,23,0,306921.0,1
B57235,148,186,38,Waste,0.0,1304,0.0,55,28,1,-108232.0,0
B57236,288,111,28,Magnetite,56.91,1169,255.99,50,22,0,215084.31,1
B57237,256,309,48,Magnetite,64.61,2635,308.09,54,38,0,569397.1499999999,1
B57238,453,452,61,Hematite,57.41,2341,269.24,62,34,0,405554.84,1
B57239,370,438,64,Hematite,59.93,2327,253.86,66,29,0,369667.22000000003,1
B57240,183,93,28,Magnetite,60.24,1345,313.31,33,27,0,340701.95,1
B57241,259,470,73,Waste,0.0,1984,0.0,65,35,1,-198400.0,0
B57242,149,297,71,Magnetite,50.24,1098,314.11,41,37,0,259248.78000000003,1
B57243,204,474,30,Hematite,59.75,1142,292.86,43,30,0,251080.12000000002,1
B57244,441,308,79,Magnetite,54.03,2669,298.17,64,33,0,536922.7300000001,1
B57245,171,233,5,Hematite,51.34,1823,313.53,43,37,0,425725.18999999994,1
B57246,312,64,97,Magnetite,50.42,2658,268.37,59,38,0,455501.46,1
B57247,221,136,77,Hematite,64.47,1784,273.48,36,26,0,377280.32,1
B57248,167,113,94,Hematite,61.54,1656,347.52,54,39,0,421485.12,1
B57249,243,198,50,Hematite,61.08,2536,344.78,60,32,0,641050.08,1
B57250,217,50,13,Hematite,51.92,1479,256.59,58,38,0,237512.60999999996,1
B57251,55,217,15,Waste,0.0,2437,0.0,38,37,1,-182775.0,0
B57252,62,373,40,Magnetite,50.27,1816,254.37,44,23,0,340263.92,1
B57253,102,15,83,Magnetite,50.94,2186,325.07,58,25,0,529165.02,1
B57254,372,436,41,Waste,0.0,2308,0.0,47,31,1,-180024.0,0
B57255,166,325,21,Waste,0.0,1202,0.0,51,26,1,-92554.0,0
B57256,6,189,93,Waste,0.0,2407,0.0,50,32,1,-197374.0,0
B57257,141,233,41,Hematite,62.37,2944,274.96,38,22,0,632842.24,1
B57258,124,36,43,Waste,0.0,1307,0.0,31,27,1,-75806.0,0
B57259,89,444,82,Waste,0.0,1203,0.0,56,22,1,-93834.0,0
B57260,401,184,79,Magnetite,55.06,2109,290.52,52,25,0,450313.67999999993,1
B57261,310,172,76,Magnetite,63.82,2473,282.99,30,20,0,576184.27,1
B57262,370,331,59,Magnetite,61.12,2628,293.14,64,29,0,525967.9199999999,1
B57263,439,87,69,Magnetite,52.39,1368,271.07,60,38,0,236759.75999999998,1
B57264,215,125,95,Hematite,58.22,1967,301.64,68,24,0,412361.87999999995,1
B57265,440,272,57,Hematite,50.1,2991,345.82,49,35,0,783103.62,1
B57266,122,253,46,Magnetite,58.11,1745,345.2,56,37,0,440089.0,1
B57267,371,376,21,Magnetite,51.46,1345,324.64,40,31,0,341145.8,1
B57268,185,385,20,Hematite,52.73,2396,340.83,44,31,0,636928.6799999999,1
B57269,370,478,90,Magnetite,64.3,1936,306.91,43,26,0,460593.76000000007,1
B57270,152,292,77,Hematite,56.52,2593,287.1,52,28,0,537010.3,1
B57271,248,437,36,Hematite,53.48,2695,321.71,57,30,0,632543.45,1
B57272,113,425,29,Hematite,50.47,1981,333.99,43,33,0,511078.19,1
B57273,95,284,75,Waste,0.0,2278,0.0,69,25,1,-214132.0,0
B57274,197,320,25,Magnetite,52.3,1101,267.19,35,31,0,221510.19,1
B57275,335,235,7,Magnetite,52.99,1541,293.84,55,38,0,309494.43999999994,1
B57276,2,205,50,Hematite,54.84,2598,251.22,62,26,0,424045.56,1
B57277,148,374,49,Magnetite,64.73,2646,278.76,61,34,0,486228.95999999996,1
B57278,415,423,72,Hematite,58.36,1650,269.75,30,28,0,349387.5,1
B57279,385,112,18,Magnetite,59.17,1831,320.72,32,37,0,460899.32000000007,1
B57280,110,266,62,Magnetite,63.28,2464,250.72,46,34,0,420654.08,1
B57281,19,441,46,Waste,0.0,1727,0.0,46,33,1,-136433.0,0
B57282,202,223,89,Hematite,53.5,2871,289.56,34,35,0,633227.76,1
B57283,370,275,85,Hematite,60.47,1753,268.27,34,23,0,370356.30999999994,1
B57284,401,193,25,Hematite,61.52,2101,291.86,67,35,0,398895.86000000004,1
B57285,181,414,81,Magnetite,56.0,1804,275.37,62,36,0,319975.48,1
B57286,330,388,99,Magnetite,54.02,2150,262.24,30,30,0,434816.0,1
B57287,226,351,3,Hematite,50.9,2136,295.85,64,33,0,424743.60000000003,1
B57288,291,49,79,Hematite,52.75,2250,307.73,50,25,0,523642.50000000006,1
B57289,357,392,36,Hematite,60.12,1274,272.17,35,25,0,270304.58,1
B57290,75,40,90,Magnetite,51.86,2767,260.79,49,23,0,522381.93000000005,1
B57291,316,9,31,Hematite,59.35,1397,252.84,43,25,0,258221.48,1
B57292,315,180,60,Magnetite,62.2,2581,338.89,40,29,0,696586.09,1
B57293,222,355,28,Hematite,54.19,1706,271.88,50,28,0,330759.27999999997,1
B57294,372,176,63,Magnetite,63.72,2279,323.83,56,21,0,562525.57,1
B57295,35,409,2,Hematite,56.59,1237,292.39,31,29,0,287466.43,1
B57296,477,107,3,Hematite,64.29,1732,304.68,38,20,0,427249.76,1
B57297,427,66,64,Hematite,51.39,1356,348.83,32,32,0,386229.48,1
B57298,323,35,9,Magnetite,53.96,1379,264.1,42,34,0,259389.90000000002,1
B57299,449,406,25,Waste,0.0,2808,0.0,43,37,1,-224640.0,0
B57300,299,349,88,Magnetite,58.8,2356,265.05,37,30,0,466605.80000000005,1
B57301,332,166,39,Magnetite,61.89,1479,256.15,50,20,0,275315.85,1
B57302,89,314,20,Hematite,50.14,1424,270.52,36,36,0,282692.48,1
B57303,28,278,78,Hematite,60.14,2661,323.53,67,24,0,618762.33,1
B57304,175,278,29,Hematite,60.0,2139,270.93,32,21,0,466152.27,1
B57305,419,426,55,Magnetite,55.18,1728,273.49,47,34,0,332622.72000000003,1
B57306,219,99,26,Magnetite,52.98,2951,261.87,40,21,0,592767.37,1
B57307,135,280,92,Magnetite,63.01,2653,303.52,59,28,0,574427.5599999999,1
B57308,388,339,49,Magnetite,58.3,2550,253.45,42,35,0,449947.5,1
B57309,351,59,66,Magnetite,57.28,1223,296.12,45,29,0,271652.76,1
B57310,477,101,15,Magnetite,57.0,1852,349.14,51,36,0,485483.27999999997,1
B57311,461,160,20,Waste,0.0,1371,0.0,63,23,1,-117906.0,0
B57312,174,160,42,Magnetite,55.16,1761,328.33,51,27,0,440831.12999999995,1
B57313,125,485,76,Hematite,55.89,1138,291.81,32,32,0,259247.78,1
B57314,170,192,88,Waste,0.0,1968,0.0,43,31,1,-145632.0,0
B57315,393,302,66,Magnetite,58.65,1194,321.36,62,38,0,264303.84,1
B57316,265,32,85,Magnetite,58.14,2746,275.09,33,24,0,598875.1399999999,1
B57317,133,293,77,Magnetite,54.34,2938,264.64,32,36,0,577728.32,1
B57318,271,151,45,Waste,0.0,2832,0.0,57,29,1,-243552.0,0
B57319,443,456,26,Hematite,50.65,2158,276.03,58,22,0,423032.73999999993,1
B57320,25,350,22,Magnetite,52.2,1254,313.7,34,20,0,325663.8,1
B57321,276,357,68,Magnetite,53.67,2274,250.66,33,34,0,417642.83999999997,1
B57322,99,304,1,Hematite,51.52,1627,289.46,35,23,0,376585.42,1
B57323,441,475,82,Magnetite,53.38,2071,334.71,45,24,0,550285.4099999999,1
B57324,424,214,26,Magnetite,58.76,2805,279.84,43,25,0,594211.2,1
B57325,361,285,9,Hematite,53.08,2503,345.9,32,37,0,693080.7,1
B57326,29,465,89,Waste,0.0,1895,0.0,45,21,1,-125070.0,0
B57327,132,57,97,Hematite,64.84,2187,274.6,58,39,0,388411.20000000007,1
B57328,393,217,65,Magnetite,64.71,1310,264.7,65,38,0,211826.99999999997,1
B57329,495,371,19,Magnetite,53.47,1674,250.01,54,30,0,277900.74,1
B57330,350,352,48,Waste,0.0,2456,0.0,33,23,1,-137536.0,0
B57331,138,442,37,Hematite,57.28,1286,251.6,30,21,0,257971.6,1
B57332,485,120,33,Hematite,55.58,2471,341.57,50,32,0,641397.47,1
B57333,190,143,59,Waste,0.0,1865,0.0,46,28,1,-138010.0,0
B57334,390,476,73,Hematite,57.62,1044,250.19,44,27,0,187074.36,1
B57335,186,143,4,Magnetite,52.27,2724,325.35,68,35,0,605681.4,1
B57336,139,416,75,Hematite,56.93,1356,295.95,46,23,0,307744.2,1
B57337,319,294,53,Waste,0.0,1111,0.0,58,27,1,-94435.0,0
B57338,378,45,16,Magnetite,59.82,1556,320.73,62,38,0,343455.88,1
B57339,236,494,98,Hematite,60.31,1181,272.91,36,34,0,239636.71000000002,1
B57340,368,421,57,Hematite,51.93,1160,331.1,59,29,0,281996.0,1
B57341,296,150,33,Waste,0.0,1347,0.0,67,27,1,-126618.0,0
B57342,443,25,32,Magnetite,51.2,2038,303.04,45,32,0,460669.52,1
B57343,199,304,21,Hematite,56.42,1299,323.76,55,23,0,319242.24,1
B57344,283,80,94,Magnetite,58.39,2738,287.11,59,20,0,569805.18,1
B57345,378,101,85,Magnetite,60.1,1882,250.7,37,36,0,334431.39999999997,1
B57346,79,108,46,Hematite,54.21,1358,333.49,58,37,0,323869.42,1
B57347,446,279,3,Magnetite,50.68,1134,270.83,31,33,0,234545.21999999997,1
B57348,258,126,35,Magnetite,61.83,2345,284.16,63,34,0,438890.20000000007,1
B57349,100,106,38,Hematite,58.03,1199,346.82,32,27,0,345096.18,1
B57350,31,338,39,Magnetite,50.82,1666,306.65,61,32,0,355940.89999999997,1
B57351,276,169,68,Magnetite,50.71,2224,291.47,56,39,0,436949.2800000001,1
